date,stock_code,open,high,low,close,volume,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
2016-01-04,002130.SZ,22.93,22.98,20.63,20.64,131774.11,286398.6002,3.4041,3.5003,0.91,85.9923,25.9487,6.8848,7.2135,7.2613,0.2423,0.2423,56938.7998,38710.8692,37646.614,1175216.8279,798992.3403
2016-01-05,002130.SZ,19.12,20.8,18.8,19.7,185951.22,367162.1561,4.8036,4.9394,1.29,82.076,24.7669,6.5712,6.885,6.9306,0.2538,0.2538,56938.7998,38710.8692,37646.614,1121694.3561,762604.1232
2016-01-06,002130.SZ,19.75,20.35,19.64,20.33,157002.59,315267.3289,4.0558,4.1704,1.08,84.7008,25.5589,6.7814,7.1052,7.1522,0.246,0.246,56938.7998,38710.8692,37646.614,1157565.7999,786991.9708
2016-01-07,002130.SZ,19.55,19.97,18.3,18.3,46765.0,88972.6874,1.2081,1.2422,0.31,76.2432,23.0068,6.1042,6.3957,6.4381,0.2732,0.2732,56938.7998,38710.8692,37646.614,1041980.0363,708408.9064
2016-01-08,002130.SZ,18.71,19.13,16.79,18.35,168847.29,309519.4314,4.3618,4.4851,1.22,76.4515,23.0697,6.1209,6.4132,6.4556,0.2725,0.2725,56938.7998,38710.8692,37646.614,1044826.9763,710344.4498
2016-01-11,002130.SZ,17.79,18.05,16.52,16.52,150545.04,258694.65,3.889,3.9989,1.09,68.8272,20.769,5.5105,5.7736,5.8118,0.3027,0.3027,56938.7998,38710.8692,37646.614,940628.9727,639503.5592
2016-01-12,002130.SZ,16.35,17.64,16.16,17.2,187836.56,316238.0626,4.8523,4.9895,1.32,71.6603,21.6239,5.7373,6.0113,6.0511,0.2907,0.2907,56938.7998,38710.8692,37646.614,979347.3566,665826.9502
2016-01-13,002130.SZ,17.33,17.38,16.15,16.2,152219.09,256996.6077,3.9322,4.0434,1.07,67.494,20.3667,5.4038,5.6618,5.6993,0.3087,0.3087,56938.7998,38710.8692,37646.614,922408.5568,627116.081
2016-01-14,002130.SZ,16.2,17.82,16.12,17.82,327298.2,567870.8501,8.4549,8.694,2.32,74.2434,22.4034,5.9441,6.2279,6.2692,0.2806,0.2806,56938.7998,38710.8692,37646.614,1014649.4124,689827.6891
2016-01-15,002130.SZ,17.82,18.54,17.65,17.84,398716.09,719211.88,10.2998,10.591,2.02,74.3267,22.4285,5.9508,6.2349,6.2762,0.2803,0.2803,56938.7998,38710.8692,37646.614,1015788.1884,690601.9065
2016-01-18,002130.SZ,17.37,18.68,17.22,18.27,256962.69,467915.0209,6.638,6.8257,1.06,76.1182,22.9691,6.0942,6.3852,6.4275,0.2737,0.2737,56938.7998,38710.8692,37646.614,1040271.8723,707247.5803
2016-01-19,002130.SZ,17.94,18.76,17.62,18.68,601924.72,1092903.6364,15.5492,15.9888,2.27,77.8264,23.4846,6.231,6.5285,6.5717,0.2677,0.2677,56938.7998,38710.8692,37646.614,1063616.7803,723119.0367
2016-01-20,002130.SZ,18.0,18.99,17.87,18.2,465243.14,854780.494,12.0184,12.8605,1.34,75.8266,22.8811,6.0709,6.3608,6.4029,0.2747,0.2747,56938.7998,38710.8692,36176.114,1036286.1564,704537.8194
2016-01-21,002130.SZ,17.65,18.08,16.7,16.7,328413.42,574989.5507,8.4838,9.0782,0.8,69.5771,20.9953,5.5705,5.8365,5.8752,0.2994,0.2994,56938.7998,38710.8692,36176.114,950877.9567,646471.5156
2016-01-22,002130.SZ,17.11,17.29,16.3,16.9,176309.66,296651.8394,4.5545,4.8736,0.43,70.4104,21.2467,5.6373,5.9064,5.9455,0.2959,0.2959,56938.7998,38710.8692,36176.114,962265.7166,654213.6895
2016-01-25,002130.SZ,17.0,17.27,16.71,17.09,149526.45,254759.6153,3.8626,4.1333,0.41,71.202,21.4856,5.7006,5.9728,6.0124,0.2926,0.2926,56938.7998,38710.8692,36176.114,973084.0886,661568.7546
2016-01-26,002130.SZ,16.89,16.89,15.38,15.38,215753.05,347766.7469,5.5734,5.964,0.63,64.0776,19.3358,5.1302,5.3752,5.4108,0.3251,0.3251,56938.7998,38710.8692,36176.114,875718.7409,595373.1683
2016-01-27,002130.SZ,15.38,15.5,14.0,14.88,212468.3,311086.9464,5.4886,5.8732,0.8,61.9945,18.7072,4.9635,5.2004,5.2349,0.336,0.336,56938.7998,38710.8692,36176.114,847249.341,576017.7337
2016-01-28,002130.SZ,14.53,14.98,13.73,13.79,163257.95,235956.7544,4.2174,4.5129,0.75,57.4532,17.3368,4.5999,4.8195,4.8514,0.3626,0.3626,56938.7998,38710.8692,36176.114,785186.0492,533822.8863
2016-01-29,002130.SZ,13.86,14.87,13.85,14.66,190640.78,275092.3915,4.9247,5.2698,1.04,61.0779,18.4306,4.8901,5.1236,5.1575,0.3411,0.3411,56938.7998,38710.8692,36176.114,834722.8051,567501.3425
2016-02-01,002130.SZ,14.66,14.78,14.2,14.5,137405.39,199077.9606,3.5495,3.7982,0.74,60.4113,18.2294,4.8367,5.0676,5.1012,0.3449,0.3449,56938.7998,38710.8692,36176.114,825612.5971,561307.6034
2016-02-02,002130.SZ,14.52,15.37,14.52,15.06,182414.04,273457.21,4.7122,5.0424,0.99,62.7444,18.9335,5.0235,5.2634,5.2982,0.332,0.332,56938.7998,38710.8692,36176.114,857498.325,582985.6902
2016-02-03,002130.SZ,14.75,15.15,14.55,15.1,154328.09,228636.9603,3.9867,4.266,0.87,62.9111,18.9838,5.0368,5.2773,5.3123,0.3312,0.3312,56938.7998,38710.8692,36176.114,859775.877,584534.1249
2016-02-04,002130.SZ,15.08,15.47,15.07,15.36,193075.95,295290.8227,4.9876,5.3371,1.17,63.9943,19.3106,5.1236,5.3682,5.4037,0.3255,0.3255,56938.7998,38710.8692,36176.114,874579.9649,594598.9509
2016-02-05,002130.SZ,15.5,15.6,15.08,15.08,125057.44,191124.628,3.2306,3.4569,0.73,62.8277,18.9586,5.0302,5.2703,5.3052,0.3316,0.3316,56938.7998,38710.8692,36176.114,858637.101,583759.9075
2016-02-15,002130.SZ,14.44,15.15,14.3,14.98,108245.04,159349.6175,2.7962,2.9922,0.68,62.4111,18.8329,4.9968,5.2354,5.2701,0.3338,0.3338,56938.7998,38710.8692,36176.114,852943.221,579888.8206
2016-02-16,002130.SZ,15.11,15.85,15.11,15.76,216350.36,336282.8178,5.5889,5.9805,1.42,65.6608,19.8135,5.257,5.508,5.5445,0.3173,0.3173,56938.7998,38710.8692,36176.114,897355.4848,610083.2986
2016-02-17,002130.SZ,15.8,16.43,15.7,16.14,278342.75,447571.7552,7.1903,7.6941,1.75,67.244,20.2913,5.3837,5.6408,5.6782,0.3098,0.3098,56938.7998,38710.8692,36176.114,918992.2288,624793.4289
2016-02-18,002130.SZ,16.34,16.65,15.95,16.15,255961.67,416019.6156,6.6121,7.0754,1.39,67.2857,20.3038,5.3871,5.6443,5.6817,0.3096,0.3096,56938.7998,38710.8692,36176.114,919561.6168,625180.5376
2016-02-19,002130.SZ,16.0,16.24,15.89,16.09,152758.01,245087.824,3.9461,4.2226,0.78,67.0357,20.2284,5.3671,5.6233,5.6606,0.3108,0.3108,56938.7998,38710.8692,36176.114,916145.2888,622857.8854
2016-02-22,002130.SZ,16.38,16.55,16.16,16.49,207379.57,339654.7123,5.3571,5.7325,1.02,68.7022,20.7313,5.5005,5.7631,5.8013,0.3032,0.3032,56938.7998,38710.8692,36176.114,938920.8087,638342.2331
2016-02-23,002130.SZ,16.49,16.72,16.1,16.5,217995.52,357755.9345,5.6314,6.026,0.98,68.7439,20.7439,5.5038,5.7666,5.8048,0.3031,0.3031,56938.7998,38710.8692,36176.114,939490.1967,638729.3418
