date,stock_code,open,high,low,close,volume,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
2026-01-05,002130.SZ,26.39,26.97,26.36,26.95,516579.58,1386644.351,4.5135,5.2173,1.11,40.0616,33.4757,5.5,4.9021,4.1467,0.5029,0.5029,125989.8562,114451.1751,99013.4145,3395426.6246,3084459.1689
2026-01-06,002130.SZ,27.07,27.2,26.74,27.16,586835.87,1586015.573,5.1274,5.9268,1.2,40.3738,33.7366,5.5428,4.9403,4.179,0.499,0.499,125989.8562,114451.1751,99013.4145,3421884.4944,3108493.9157
2026-01-07,002130.SZ,27.27,28.18,27.2,27.57,926677.99,2563594.506,8.0967,9.3591,1.87,40.9833,34.2459,5.6265,5.0148,4.2421,0.4916,0.4916,125989.8562,114451.1751,99013.4145,3473540.3354,3155418.8975
2026-01-08,002130.SZ,27.34,27.89,27.09,27.42,601098.64,1654714.751,5.252,6.0709,1.03,40.7603,34.0596,5.5959,4.9875,4.219,0.4943,0.4943,125989.8562,114451.1751,99013.4145,3454641.857,3138251.2212
2026-01-09,002130.SZ,27.3,28.15,27.2,27.97,781770.79,2173386.228,6.8306,7.8956,1.31,41.5779,34.7427,5.7081,5.0876,4.3037,0.4845,0.4845,125989.8562,114451.1751,99013.4145,3523936.2779,3201199.3675
2026-01-12,002130.SZ,28.06,28.39,27.45,28.26,1083680.61,3021288.292,9.4685,10.9448,1.59,42.009,35.103,5.7673,5.1403,4.3483,0.4796,0.4796,125989.8562,114451.1751,99013.4145,3560473.3362,3234390.2083
2026-01-13,002130.SZ,28.25,28.25,26.88,26.95,834942.86,2286687.964,7.2952,8.4326,1.05,40.0616,33.4757,5.5,4.9021,4.1467,0.5029,0.5029,125989.8562,114451.1751,99013.4145,3395426.6246,3084459.1689
2026-01-14,002130.SZ,26.96,27.57,26.75,27.07,665506.44,1810179.902,5.8148,6.7214,0.79,40.24,33.6248,5.5245,4.9239,4.1652,0.5006,0.5006,125989.8562,114451.1751,99013.4145,3410545.4073,3098193.31
2026-01-15,002130.SZ,26.9,29.78,26.9,29.78,1642511.48,4784096.534,14.3512,16.5888,2.07,44.2685,36.991,6.0775,5.4168,4.5822,0.4551,0.4551,125989.8562,114451.1751,99013.4145,3751977.9176,3408355.9945
2026-01-16,002130.SZ,31.43,31.95,30.22,31.11,2871737.99,8934914.838,25.0914,29.0035,2.87,46.2455,38.6431,6.349,5.6587,4.7868,0.4356,0.4356,125989.8562,114451.1751,99013.4145,3919544.4264,3560576.0574
2026-01-19,002130.SZ,31.4,31.75,29.52,29.69,1748140.82,5310639.548,15.2741,17.6556,1.23,44.1347,36.8792,6.0592,5.4004,4.5683,0.4565,0.4565,125989.8562,114451.1751,99013.4145,3740638.8306,3398055.3887
2026-01-20,002130.SZ,29.68,30.79,28.88,30.62,1744138.88,5244259.252,15.2392,17.6152,1.12,45.5171,38.0344,6.249,5.5696,4.7114,0.4426,0.4426,125989.8562,114451.1751,99013.4145,3857809.3968,3504494.9816
2026-01-21,002130.SZ,30.24,31.36,29.67,30.95,1628497.23,4984334.49,14.2288,16.4472,0.94,46.0077,38.4443,6.3163,5.6296,4.7622,0.4379,0.4379,125989.8562,114451.1751,99013.4145,3899386.0494,3542263.8693
2026-01-22,002130.SZ,32.5,33.4,32.0,32.73,2034168.71,6661637.296,17.7732,20.5444,1.06,48.6537,40.6553,6.6796,5.9534,5.0361,0.4141,0.4141,125989.8562,114451.1751,99013.4145,4123647.9934,3745986.961
2026-01-23,002130.SZ,31.91,32.22,31.29,31.44,1310593.41,4142366.114,11.4511,13.2365,0.65,46.7361,39.053,6.4163,5.7188,4.8376,0.4311,0.4311,125989.8562,114451.1751,99013.4145,3961121.0789,3598344.9451
2026-01-26,002130.SZ,31.5,34.28,31.48,33.34,1757314.55,5835344.222,15.3543,17.7482,1.04,49.5605,41.413,6.8041,6.0644,5.1299,0.4065,0.4065,125989.8562,114451.1751,99013.4145,4200501.8057,3815802.1778
2026-01-27,002130.SZ,32.8,33.54,32.2,32.58,1056837.66,3451651.414,9.234,10.6737,0.62,48.4307,40.469,6.649,5.9261,5.013,0.416,0.416,125989.8562,114451.1751,99013.4145,4104749.515,3728819.2848
2026-01-28,002130.SZ,32.74,33.15,29.32,29.32,1972398.11,6072377.699,17.2335,19.9205,1.27,43.5847,36.4196,5.9837,5.3331,4.5114,0.4622,0.4622,125989.8562,114451.1751,99013.4145,3694022.5838,3355708.4539
2026-01-29,002130.SZ,29.3,29.84,27.21,27.43,2008642.69,5638617.26,17.5502,20.2866,1.24,40.7752,34.072,5.5979,4.9894,4.2206,0.4941,0.4941,125989.8562,114451.1751,99013.4145,3455901.7556,3139395.733
2026-01-30,002130.SZ,27.4,27.56,26.2,26.99,1018756.05,2731721.872,8.9012,10.2891,0.63,40.1211,33.5254,5.5081,4.9093,4.1529,0.5021,0.5021,125989.8562,114451.1751,99013.4145,3400466.2188,3089037.2159
2026-02-02,002130.SZ,26.99,28.38,26.92,27.17,1102771.73,3057110.627,9.6353,11.1376,0.71,40.3887,33.749,5.5449,4.9421,4.1806,0.4988,0.4988,125989.8562,114451.1751,99013.4145,3423144.393,3109638.4275
2026-02-03,002130.SZ,27.45,27.63,26.7,27.57,864713.45,2345776.964,7.5553,8.7333,0.6,40.9833,34.2459,5.6265,5.0148,4.2421,0.4916,0.4916,125989.8562,114451.1751,99013.4145,3473540.3354,3155418.8975
2026-02-04,002130.SZ,27.05,27.99,27.05,27.75,770710.39,2126888.294,6.734,7.7839,0.55,41.2508,34.4695,5.6633,5.0476,4.2698,0.4884,0.4884,125989.8562,114451.1751,99013.4145,3496218.5096,3176020.109
2026-02-05,002130.SZ,27.26,27.68,26.84,27.51,696034.59,1898405.248,6.0815,7.0297,0.6,40.8941,34.1713,5.6143,5.0039,4.2329,0.4926,0.4926,125989.8562,114451.1751,99013.4145,3465980.9441,3148551.827
2026-02-06,002130.SZ,27.12,27.49,26.69,27.27,625307.17,1700028.212,5.4635,6.3154,0.7,40.5373,33.8732,5.5653,4.9603,4.196,0.497,0.497,125989.8562,114451.1751,99013.4145,3435743.3786,3121083.545
2026-02-09,002130.SZ,27.55,27.65,27.24,27.32,700635.51,1920000.219,6.1217,7.0762,0.86,40.6116,33.9353,5.5755,4.9694,4.2037,0.4961,0.4961,125989.8562,114451.1751,99013.4145,3442042.8714,3126806.1037
2026-02-10,002130.SZ,27.52,28.69,27.52,28.41,1124775.26,3173268.749,9.8276,11.3598,1.54,42.2319,35.2893,5.7979,5.1676,4.3714,0.477,0.477,125989.8562,114451.1751,99013.4145,3579371.8146,3251557.8846
2026-02-11,002130.SZ,28.22,28.67,27.96,27.98,582211.29,1638405.161,5.087,5.8801,0.74,41.5927,34.7552,5.7102,5.0894,4.3052,0.4844,0.4844,125989.8562,114451.1751,99013.4145,3525196.1765,3202343.8793
2026-02-12,002130.SZ,27.91,28.33,27.82,28.18,487758.1,1370130.802,4.2617,4.9262,0.65,41.89,35.0036,5.751,5.1258,4.336,0.4809,0.4809,125989.8562,114451.1751,99013.4145,3550394.1477,3225234.1143
2026-02-13,002130.SZ,27.8,28.15,27.3,27.36,537795.49,1487956.269,4.6989,5.4315,0.76,40.6711,33.985,5.5837,4.9766,4.2098,0.4953,0.4953,125989.8562,114451.1751,99013.4145,3447082.4656,3131384.1507
2026-02-24,002130.SZ,27.79,28.08,27.4,27.45,683974.84,1895311.955,5.9761,6.9079,1.0,45.3388,37.8854,4.4677,5.5478,4.693,0.4937,0.4937,139988.7362,114451.1751,99013.4145,3842690.8087,3141684.7565
2026-02-25,002130.SZ,27.57,28.3,27.54,27.9,598489.42,1673002.059,5.2292,6.0445,0.88,46.082,38.5064,4.541,5.6387,4.7699,0.4858,0.4858,139988.7362,114451.1751,99013.4145,3905685.74,3193187.7853
2026-02-26,002130.SZ,28.19,28.85,27.98,28.73,854403.76,2437100.807,7.4652,8.6292,1.48,47.4529,39.652,4.6761,5.8065,4.9118,0.4717,0.4717,139988.7362,114451.1751,99013.4145,4021876.391,3288182.2606
2026-02-27,002130.SZ,28.1,28.62,27.88,28.53,544968.45,1544788.522,4.7616,5.504,0.86,47.1226,39.3759,4.6435,5.7661,4.8776,0.475,0.475,139988.7362,114451.1751,99013.4145,3993878.6438,3265292.0256
