date,stock_code,open,high,low,close,volume,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
2021-01-04,002130.SZ,5.56,5.84,5.53,5.81,613013.3,350982.003,4.9165,6.8334,1.6,34.8984,23.6103,2.2982,1.8387,1.8792,0.3442,0.3442,125892.7062,124684.3755,89708.86,731436.623,724416.2217
2021-01-05,002130.SZ,5.76,5.95,5.73,5.81,618708.72,361322.821,4.9622,6.7946,1.42,34.8984,23.6103,2.2982,1.8387,1.8792,0.3442,0.3442,125892.7062,124684.3755,91058.86,731436.623,724416.2217
2021-01-06,002130.SZ,5.81,5.86,5.65,5.7,447468.37,256435.443,3.5888,4.9141,0.92,34.2377,23.1632,2.2547,1.8039,1.8436,0.3509,0.3509,125892.7062,124684.3755,91058.86,717588.4253,710700.9404
2021-01-07,002130.SZ,5.7,5.78,5.63,5.7,345854.55,196952.409,2.7738,3.7981,0.72,34.2377,23.1632,2.2547,1.8039,1.8436,0.3509,0.3509,125892.7062,124684.3755,91058.86,717588.4253,710700.9404
2021-01-08,002130.SZ,5.67,5.68,5.5,5.61,301747.07,168293.954,2.4201,3.3138,0.64,33.6971,22.7975,2.2191,1.7754,1.8145,0.3565,0.3565,125892.7062,124684.3755,91058.86,706258.0818,699479.3466
2021-01-11,002130.SZ,5.56,5.72,5.5,5.6,437062.43,244314.285,3.5054,4.7998,0.94,33.637,22.7569,2.2151,1.7722,1.8112,0.3572,0.3572,125892.7062,124684.3755,91058.86,704999.1547,698232.5028
2021-01-12,002130.SZ,5.54,5.88,5.45,5.85,577462.17,330427.46,4.6314,6.3416,1.34,35.1387,23.7728,2.314,1.8513,1.8921,0.3419,0.3419,125892.7062,124684.3755,91058.86,736472.3313,729403.5967
2021-01-13,002130.SZ,5.8,5.95,5.73,5.87,501589.52,291862.225,4.0229,5.5084,1.19,35.2588,23.8541,2.3219,1.8577,1.8986,0.3407,0.3407,125892.7062,124684.3755,91058.86,738990.1854,731897.2842
2021-01-14,002130.SZ,5.82,5.82,5.54,5.71,468341.88,264717.793,3.7562,5.1433,1.08,34.2977,23.2039,2.2586,1.807,1.8468,0.3503,0.3503,125892.7062,124684.3755,91058.86,718847.3524,711947.7841
2021-01-15,002130.SZ,5.65,5.71,5.6,5.67,258494.6,146126.854,2.0732,2.8388,0.57,34.0575,23.0413,2.2428,1.7944,1.8339,0.3527,0.3527,125892.7062,124684.3755,91058.86,713811.6442,706960.4091
2021-01-18,002130.SZ,5.7,6.14,5.68,5.9,525481.15,309823.027,4.2145,5.7708,1.17,35.439,23.976,2.3338,1.8671,1.9083,0.339,0.339,125892.7062,124684.3755,91058.86,742766.9666,735637.8155
2021-01-19,002130.SZ,5.93,6.08,5.84,5.91,501091.09,298224.786,4.0189,5.5029,1.07,35.4991,24.0166,2.3377,1.8703,1.9115,0.3384,0.3384,125892.7062,124684.3755,91058.86,744025.8936,736884.6592
2021-01-20,002130.SZ,6.04,6.04,5.8,5.9,315954.81,185706.915,2.534,3.4698,0.7,35.439,23.976,2.3338,1.8671,1.9083,0.339,0.339,125892.7062,124684.3755,91058.86,742766.9666,735637.8155
2021-01-21,002130.SZ,5.88,6.14,5.8,6.09,532440.88,319732.161,4.2703,5.8472,1.29,36.5803,24.7481,2.4089,1.9273,1.9697,0.3284,0.3284,125892.7062,124684.3755,91058.86,766686.5808,759327.8468
2021-01-22,002130.SZ,6.08,6.08,5.92,6.01,387509.07,232146.957,3.1079,4.2556,0.91,36.0997,24.423,2.3773,1.902,1.9439,0.3328,0.3328,125892.7062,124684.3755,91058.86,756615.1643,749353.0968
2021-01-25,002130.SZ,5.97,5.98,5.75,5.96,449938.77,264916.86,3.6086,4.9412,0.99,35.7994,24.2198,2.3575,1.8861,1.9277,0.3356,0.3356,125892.7062,124684.3755,91058.86,750320.529,743118.878
2021-01-26,002130.SZ,5.91,5.91,5.6,5.6,429502.22,244993.651,3.4447,4.7168,0.98,33.637,22.7569,2.2151,1.7722,1.8112,0.3572,0.3572,125892.7062,124684.3755,91058.86,704999.1547,698232.5028
2021-01-27,002130.SZ,5.56,5.75,5.55,5.65,288953.99,163535.599,2.3175,3.1733,0.68,33.9373,22.9601,2.2349,1.788,1.8274,0.354,0.354,125892.7062,124684.3755,91058.86,711293.79,704466.7216
2021-01-28,002130.SZ,5.6,6.22,5.55,6.21,1255628.9,771714.797,10.0705,13.7892,3.01,37.3011,25.2357,2.4564,1.9653,2.0085,0.3221,0.3221,125892.7062,124684.3755,91058.86,781793.7055,774289.9719
2021-01-29,002130.SZ,6.14,6.22,5.93,6.18,1133989.51,690951.546,9.0949,12.4534,2.02,37.1209,25.1138,2.4445,1.9558,1.9988,0.3236,0.3236,125892.7062,124684.3755,91058.86,778016.9243,770549.4406
2021-02-01,002130.SZ,6.24,6.32,6.03,6.17,766309.57,470705.408,6.146,8.4155,1.08,37.0608,25.0732,2.4406,1.9526,1.9956,0.3242,0.3242,125892.7062,124684.3755,91058.86,776757.9973,769302.5968
2021-02-02,002130.SZ,6.13,6.58,6.08,6.39,925902.7,589168.956,7.426,10.1682,1.19,38.3822,25.9672,2.5276,2.0222,2.0668,0.313,0.313,125892.7062,124684.3755,91058.86,804454.3926,796733.1594
2021-02-03,002130.SZ,6.39,6.39,6.12,6.13,649761.98,407277.194,5.2113,7.1356,0.74,36.8205,24.9106,2.4247,1.9399,1.9827,0.3263,0.3263,125892.7062,124684.3755,91058.86,771722.289,764315.2218
2021-02-04,002130.SZ,6.07,6.18,5.65,5.8,676388.61,397366.738,5.4248,7.428,0.71,34.8383,23.5696,2.2942,1.8355,1.8759,0.3448,0.3448,125892.7062,124684.3755,91058.86,730177.696,723169.3779
2021-02-05,002130.SZ,5.74,5.8,5.23,5.29,624589.84,344205.512,5.0094,6.8592,0.75,31.775,21.4971,2.0925,1.6741,1.711,0.3781,0.3781,125892.7062,124684.3755,91058.86,665972.4158,659580.3464
2021-02-08,002130.SZ,5.28,5.32,5.06,5.26,352648.32,182341.755,2.8283,3.8728,0.48,31.5948,21.3752,2.0806,1.6646,1.7013,0.3802,0.3802,125892.7062,124684.3755,91058.86,662195.6346,655839.8151
