date,stock_code,open,high,low,close,volume,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
2024-01-02,002130.SZ,7.61,7.85,7.57,7.77,382129.45,296540.587,3.0591,3.8038,3.38,15.9312,15.0667,2.037,1.8329,1.7899,0.5148,0.5148,125989.8562,124914.9129,100458.8774,978941.1827,970588.8732
2024-01-03,002130.SZ,7.73,7.79,7.62,7.7,216609.58,166684.748,1.7341,2.1562,1.23,15.7877,14.931,2.0186,1.8164,1.7738,0.5195,0.5195,125989.8562,124914.9129,100458.8774,970121.8927,961844.8293
2024-01-04,002130.SZ,7.68,7.7,7.51,7.57,158011.11,119500.35,1.2649,1.5729,0.78,15.5212,14.6789,1.9846,1.7858,1.7439,0.5284,0.5284,125989.8562,124914.9129,100458.8774,953743.2114,945605.8907
2024-01-05,002130.SZ,7.56,7.58,7.35,7.38,128042.82,95364.319,1.025,1.2746,0.58,15.1316,14.3105,1.9347,1.7409,1.7001,0.542,0.542,125989.8562,124914.9129,100458.8774,929805.1388,921872.0572
2024-01-08,002130.SZ,7.33,7.43,7.11,7.13,199898.24,144437.075,1.6003,1.9899,0.92,14.619,13.8257,1.8692,1.682,1.6425,0.561,0.561,125989.8562,124914.9129,100458.8774,898307.6747,890643.329
2024-01-09,002130.SZ,7.13,7.21,7.04,7.13,192545.07,136996.165,1.5414,1.9167,0.89,14.619,13.8257,1.8692,1.682,1.6425,0.561,0.561,125989.8562,124914.9129,100458.8774,898307.6747,890643.329
2024-01-10,002130.SZ,7.13,7.26,6.99,7.2,192680.0,137725.459,1.5425,1.918,1.08,14.7625,13.9615,1.8876,1.6985,1.6586,0.5556,0.5556,125989.8562,124914.9129,100458.8774,907126.9646,899387.3729
2024-01-11,002130.SZ,7.17,7.37,7.12,7.33,153898.0,111602.819,1.232,1.532,0.88,15.0291,14.2135,1.9216,1.7291,1.6886,0.5457,0.5457,125989.8562,124914.9129,100458.8774,923505.6459,915626.3116
2024-01-12,002130.SZ,7.32,7.44,7.28,7.29,130164.54,95697.437,1.042,1.2957,0.75,14.9471,14.136,1.9111,1.7197,1.6794,0.5487,0.5487,125989.8562,124914.9129,100458.8774,918466.0517,910629.715
2024-01-15,002130.SZ,7.29,7.31,7.18,7.26,110098.0,79813.43,0.8814,1.096,0.63,14.8856,14.0778,1.9033,1.7126,1.6724,0.551,0.551,125989.8562,124914.9129,100458.8774,914686.356,906882.2677
2024-01-16,002130.SZ,7.24,7.29,7.06,7.19,140423.0,100417.832,1.1241,1.3978,0.9,14.742,13.9421,1.8849,1.6961,1.6563,0.5563,0.5563,125989.8562,124914.9129,100458.8774,905867.0661,898138.2238
2024-01-17,002130.SZ,7.19,7.21,7.01,7.01,122157.0,87037.165,0.9779,1.216,0.84,14.373,13.593,1.8377,1.6536,1.6149,0.5706,0.5706,125989.8562,124914.9129,100458.8774,883188.892,875653.5394
2024-01-18,002130.SZ,7.01,7.02,6.62,6.86,219877.38,149576.542,1.7602,2.1887,1.67,14.0654,13.3022,1.7984,1.6183,1.5803,0.5831,0.5831,125989.8562,124914.9129,100458.8774,864290.4135,856916.3025
2024-01-19,002130.SZ,6.85,6.85,6.7,6.71,143355.85,96725.214,1.1476,1.427,0.99,13.7579,13.0113,1.7591,1.5829,1.5457,0.5961,0.5961,125989.8562,124914.9129,100458.8774,845391.9351,838179.0656
2024-01-22,002130.SZ,6.7,6.73,6.26,6.28,211786.74,137555.808,1.6954,2.1082,1.44,12.8762,12.1775,1.6464,1.4814,1.4467,0.6369,0.6369,125989.8562,124914.9129,100458.8774,791216.2969,784465.653
2024-01-23,002130.SZ,6.3,6.35,6.12,6.27,204376.41,127919.409,1.6361,2.0344,1.22,12.8557,12.1581,1.6437,1.4791,1.4444,0.638,0.638,125989.8562,124914.9129,100458.8774,789956.3984,783216.5039
2024-01-24,002130.SZ,6.35,6.49,6.2,6.45,206089.66,131253.21,1.6498,2.0515,1.14,13.2248,12.5071,1.6909,1.5215,1.4858,0.6202,0.6202,125989.8562,124914.9129,100458.8774,812634.5725,805701.1882
2024-01-25,002130.SZ,6.45,6.68,6.39,6.66,163368.5,106991.159,1.3078,1.6262,0.83,13.6554,12.9144,1.746,1.5711,1.5342,0.6006,0.6006,125989.8562,124914.9129,100458.8774,839092.4423,831933.3199
2024-01-26,002130.SZ,6.61,6.69,6.53,6.57,142001.5,93920.072,1.1368,1.4135,0.76,13.4708,12.7398,1.7224,1.5499,1.5135,0.6088,0.6088,125989.8562,124914.9129,100458.8774,827753.3552,820690.9778
2024-01-29,002130.SZ,6.6,6.65,6.39,6.41,168018.74,108652.894,1.3451,1.6725,0.91,13.1428,12.4296,1.6804,1.5121,1.4766,0.624,0.624,125989.8562,124914.9129,100458.8774,807594.9782,800704.5917
2024-01-30,002130.SZ,6.35,6.45,6.19,6.22,142434.24,89956.332,1.1403,1.4178,0.81,12.7532,12.0612,1.6306,1.4673,1.4329,0.6431,0.6431,125989.8562,124914.9129,100458.8774,783656.9056,776970.7582
2024-01-31,002130.SZ,6.25,6.29,5.83,5.88,249010.18,149485.181,1.9934,2.4787,1.51,12.0561,11.4019,1.5415,1.3871,1.3545,0.6803,0.6803,125989.8562,124914.9129,100458.8774,740820.3545,734499.6879
2024-02-01,002130.SZ,5.88,5.94,5.7,5.78,172780.0,100619.691,1.3832,1.7199,1.0,11.851,11.208,1.5153,1.3635,1.3315,0.692,0.692,125989.8562,124914.9129,100458.8774,728221.3688,722008.1966
2024-02-02,002130.SZ,5.78,5.91,5.33,5.52,222013.59,125111.336,1.7773,2.21,1.27,11.3179,10.7038,1.4471,1.3022,1.2716,0.7246,0.7246,125989.8562,124914.9129,100458.8774,695464.0062,689530.3192
2024-02-05,002130.SZ,5.49,5.5,4.97,5.1,307411.08,159747.508,2.461,3.0601,1.61,10.4568,9.8894,1.337,1.2031,1.1749,0.7843,0.7843,125989.8562,124914.9129,100458.8774,642548.2666,637066.0558
2024-02-06,002130.SZ,5.03,5.61,5.03,5.61,317028.63,169288.402,2.538,3.1558,1.45,11.5025,10.8783,1.4707,1.3234,1.2923,0.713,0.713,125989.8562,124914.9129,100458.8774,706803.0933,700772.6614
2024-02-07,002130.SZ,5.69,5.91,5.63,5.79,342739.55,198689.401,2.7438,3.4117,1.35,11.8715,11.2273,1.5179,1.3659,1.3338,0.6908,0.6908,125989.8562,124914.9129,100458.8774,729481.2674,723257.3457
2024-02-08,002130.SZ,5.92,6.25,5.86,6.23,325752.54,199062.969,2.6078,3.2426,1.2,12.7737,12.0805,1.6333,1.4696,1.4352,0.6421,0.6421,125989.8562,124914.9129,100458.8774,784916.8041,778219.9074
2024-02-19,002130.SZ,6.35,6.35,6.08,6.16,258424.04,159720.436,2.0688,2.5724,0.85,12.6302,11.9448,1.6149,1.4531,1.419,0.6494,0.6494,125989.8562,124914.9129,100458.8774,776097.5142,769475.8635
2024-02-20,002130.SZ,6.18,6.23,6.0,6.21,155351.66,95620.721,1.2437,1.5464,0.5,12.7327,12.0418,1.628,1.4649,1.4306,0.6441,0.6441,125989.8562,124914.9129,100458.8774,782397.007,775721.6091
2024-02-21,002130.SZ,6.15,6.44,6.13,6.2,193595.98,121747.649,1.5498,1.9271,0.69,12.7122,12.0224,1.6254,1.4626,1.4283,0.6452,0.6452,125989.8562,124914.9129,100458.8774,781137.1084,774472.46
2024-02-22,002130.SZ,6.24,6.34,6.17,6.27,151010.83,94395.578,1.2089,1.5032,0.59,12.8557,12.1581,1.6437,1.4791,1.4444,0.638,0.638,125989.8562,124914.9129,100458.8774,789956.3984,783216.5039
2024-02-23,002130.SZ,6.27,6.45,6.21,6.42,187988.89,118949.111,1.5049,1.8713,0.87,13.1633,12.449,1.6831,1.5145,1.4789,0.6231,0.6231,125989.8562,124914.9129,100458.8774,808854.8768,801953.7408
2024-02-26,002130.SZ,6.46,6.59,6.39,6.48,197240.47,128062.883,1.579,1.9634,1.04,13.2863,12.5653,1.6988,1.5286,1.4928,0.6173,0.6173,125989.8562,124914.9129,100458.8774,816414.2682,809448.6356
