date,stock_code,open,high,low,close,volume,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
2018-01-10,002130.SZ,6.15,6.29,5.95,6.0,293904.65,179729.139,3.0225,3.3044,6.28,70.6019,60.6853,2.7616,4.0647,3.2313,0.248,0.248,126231.9062,97238.3555,88943.9039,757391.4372,583430.133
2018-01-11,002130.SZ,5.94,6.11,5.83,6.0,126886.83,76012.047,1.3049,1.4266,1.31,70.6019,60.6853,2.7616,4.0647,3.2313,0.248,0.248,126231.9062,97238.3555,88943.9039,757391.4372,583430.133
2018-01-12,002130.SZ,5.98,6.0,5.86,5.86,93769.54,55368.61,0.9643,1.0543,0.82,68.9545,59.2693,2.6972,3.9698,3.1559,0.254,0.254,126231.9062,97238.3555,88943.9039,739718.9703,569816.7632
2018-01-15,002130.SZ,5.88,5.9,5.6,5.71,137003.06,78089.413,1.4089,1.5403,1.09,67.1894,57.7522,2.6282,3.8682,3.0751,0.2606,0.2606,126231.9062,97238.3555,88943.9039,720784.1844,555231.0099
2018-01-16,002130.SZ,5.67,5.7,5.61,5.62,88971.02,50185.603,0.915,1.0003,0.61,66.1304,56.8419,2.5867,3.8072,3.0267,0.2648,0.2648,126231.9062,97238.3555,88943.9039,709423.3128,546479.5579
2018-01-17,002130.SZ,5.63,5.68,5.37,5.54,156918.49,85692.286,1.6138,1.7642,1.06,65.189,56.0328,2.5499,3.753,2.9836,0.2686,0.2686,126231.9062,97238.3555,88943.9039,699324.7603,538700.4895
2018-01-18,002130.SZ,5.52,5.52,5.43,5.44,77307.66,42162.832,0.795,0.8692,0.64,64.0123,55.0214,2.5039,3.6853,2.9297,0.2736,0.2736,126231.9062,97238.3555,88943.9039,686701.5697,528976.6539
2018-01-19,002130.SZ,5.48,5.54,5.46,5.53,73308.28,40454.095,0.7539,0.8242,0.66,65.0714,55.9316,2.5453,3.7463,2.9782,0.2691,0.2691,126231.9062,97238.3555,88943.9039,698062.4413,537728.1059
2018-01-22,002130.SZ,5.51,5.58,5.49,5.54,49542.26,27415.83,0.5095,0.557,0.46,65.189,56.0328,2.5499,3.753,2.9836,0.2686,0.2686,126231.9062,97238.3555,88943.9039,699324.7603,538700.4895
2018-01-23,002130.SZ,5.55,5.65,5.54,5.62,69189.24,38832.852,0.7115,0.7779,0.78,66.1304,56.8419,2.5867,3.8072,3.0267,0.2648,0.2648,126231.9062,97238.3555,88943.9039,709423.3128,546479.5579
2018-01-24,002130.SZ,5.63,5.66,5.56,5.59,60390.89,33773.196,0.6211,0.679,0.71,65.7774,56.5385,2.5729,3.7869,3.0105,0.2662,0.2662,126231.9062,97238.3555,88943.9039,705636.3557,543562.4072
2018-01-25,002130.SZ,5.65,5.79,5.65,5.66,129016.51,73501.632,1.3268,1.4505,1.96,66.6011,57.2465,2.6051,3.8343,3.0482,0.2629,0.2629,126231.9062,97238.3555,88943.9039,714472.5891,550369.0921
2018-01-26,002130.SZ,5.63,5.64,5.55,5.57,84536.88,47061.2,0.8694,0.9505,1.11,65.5421,56.3362,2.5637,3.7734,2.9998,0.2672,0.2672,126231.9062,97238.3555,88943.9039,703111.7175,541617.6401
2018-01-29,002130.SZ,5.58,5.61,5.5,5.55,62378.3,34626.041,0.6415,0.7013,0.79,65.3067,56.1339,2.5545,3.7598,2.989,0.2682,0.2682,126231.9062,97238.3555,88943.9039,700587.0794,539672.873
2018-01-30,002130.SZ,5.5,5.54,5.48,5.54,42775.41,23576.009,0.4399,0.4809,0.53,65.189,56.0328,2.5499,3.753,2.9836,0.2686,0.2686,126231.9062,97238.3555,88943.9039,699324.7603,538700.4895
2018-01-31,002130.SZ,5.5,5.51,5.39,5.47,73852.46,40155.104,0.7595,0.8303,0.97,64.3654,55.3248,2.5177,3.7056,2.9459,0.2721,0.2721,126231.9062,97238.3555,88943.9039,690488.5269,531893.8046
2018-02-01,002130.SZ,5.49,5.55,5.01,5.37,109658.01,57948.333,1.1277,1.2329,1.4,63.1887,54.3134,2.4717,3.6379,2.892,0.2771,0.2771,126231.9062,97238.3555,88943.9039,677865.3363,522169.969
2018-02-02,002130.SZ,5.21,5.39,5.13,5.38,55883.76,29438.222,0.5747,0.6283,0.75,63.3063,54.4145,2.4763,3.6447,2.8974,0.2766,0.2766,126231.9062,97238.3555,88943.9039,679127.6554,523142.3526
2018-02-26,002130.SZ,5.42,5.63,5.42,5.52,122873.83,67993.663,1.2636,1.3815,1.78,64.9537,55.8305,2.5407,3.7395,2.9728,0.2696,0.2696,126231.9062,97238.3555,88943.9039,696800.1222,536755.7224
2018-02-27,002130.SZ,5.53,5.6,5.47,5.55,88867.5,49212.599,0.9139,0.9991,1.1,65.3067,56.1339,2.5545,3.7598,2.989,0.2682,0.2682,126231.9062,97238.3555,88943.9039,700587.0794,539672.873
2018-02-28,002130.SZ,5.53,5.58,5.48,5.53,67733.86,37558.096,0.6966,0.7615,0.75,65.0714,43.6353,2.5117,3.7463,2.7137,0.2691,0.2691,126231.9062,97238.3555,88943.9039,698062.4413,537728.1059
2018-03-01,002130.SZ,5.49,5.55,5.47,5.55,56083.47,31000.4,0.5768,0.6305,0.63,65.3067,43.7931,2.5207,3.7598,2.7235,0.2682,0.2682,126231.9062,97238.3555,88943.9039,700587.0794,539672.873
2018-03-02,002130.SZ,5.5,5.59,5.5,5.56,61306.15,34068.455,0.6305,0.6893,0.78,65.4244,43.872,2.5253,3.7666,2.7285,0.2677,0.2677,126231.9062,97238.3555,88943.9039,701849.3985,540645.2566
2018-03-05,002130.SZ,5.54,5.6,5.52,5.57,38789.43,21571.122,0.3989,0.4361,0.49,65.5421,43.9509,2.5298,3.7734,2.7334,0.2672,0.2672,126231.9062,97238.3555,88943.9039,703111.7175,541617.6401
2018-03-06,002130.SZ,5.58,5.61,5.51,5.59,91473.34,50915.5,0.9407,1.0284,1.46,65.7774,44.1087,2.5389,3.7869,2.7432,0.2662,0.2662,126231.9062,97238.3555,88943.9039,705636.3557,543562.4072
2018-03-07,002130.SZ,5.6,5.6,5.53,5.53,51970.0,28881.272,0.5345,0.5843,0.82,65.0714,43.6353,2.5117,3.7463,2.7137,0.2691,0.2691,126231.9062,97238.3555,88943.9039,698062.4413,537728.1059
2018-03-08,002130.SZ,5.55,5.56,5.51,5.54,41712.28,23092.559,0.429,0.469,0.7,65.189,43.7142,2.5162,3.753,2.7186,0.2686,0.2686,126231.9062,97238.3555,88943.9039,699324.7603,538700.4895
2018-03-09,002130.SZ,5.55,5.64,5.55,5.64,112145.82,62756.413,1.1533,1.2609,1.97,66.3657,44.5032,2.5616,3.8208,2.7677,0.2639,0.2639,126231.9062,97238.3555,88943.9039,711947.951,548424.325
2018-03-12,002130.SZ,5.66,5.75,5.63,5.73,115108.43,65822.182,1.1838,1.2942,1.71,67.4248,45.2134,2.6025,3.8818,2.8119,0.2597,0.2597,126231.9062,97238.3555,88943.9039,723308.8225,557175.777
2018-03-13,002130.SZ,5.7,5.97,5.7,5.89,239545.0,141360.89,2.4635,2.6932,2.9,69.3075,46.4759,2.6752,3.9901,2.8904,0.2527,0.2527,126231.9062,97238.3555,88943.9039,743505.9275,572733.9139
2018-03-14,002130.SZ,5.8,5.91,5.78,5.79,89040.68,51968.267,0.9157,1.0011,0.79,68.1308,45.6868,2.6297,3.9224,2.8413,0.257,0.257,126231.9062,97238.3555,88943.9039,730882.7369,563010.0783
