date,stock_code,open,high,low,close,volume,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
2019-01-02,002130.SZ,3.25,3.27,3.19,3.2,42725.0,13732.061,0.4516,0.4914,0.81,24.0409,19.9579,1.431,1.5653,1.2633,0.6252,0.6252,126184.9062,94613.7355,86948.954,403791.6998,302763.9536
2019-01-03,002130.SZ,3.23,3.29,3.21,3.27,65083.87,21213.917,0.6879,0.7485,1.18,24.5668,20.3945,1.4623,1.5995,1.2909,0.6118,0.6118,126184.9062,94613.7355,86948.954,412624.6433,309386.9151
2019-01-04,002130.SZ,3.24,3.46,3.22,3.46,148883.01,50266.934,1.5736,1.7123,2.86,25.9942,21.5795,1.5473,1.6925,1.3659,0.5782,0.5782,126184.9062,94613.7355,86948.954,436599.7755,327363.5248
2019-01-07,002130.SZ,3.49,3.81,3.44,3.81,229629.45,85815.457,2.427,2.641,3.29,28.6237,23.7624,1.7038,1.8637,1.5041,0.5251,0.5251,126184.9062,94613.7355,86948.954,480764.4926,360478.3323
2019-01-08,002130.SZ,4.19,4.19,4.02,4.03,1293536.28,536192.019,13.6718,14.877,12.17,30.2765,25.1345,1.8022,1.9713,1.5909,0.4965,0.4965,126184.9062,94613.7355,86948.954,508525.172,381293.3541
2019-01-09,002130.SZ,3.84,4.14,3.82,4.01,896549.39,352171.287,9.4759,10.3112,2.52,30.1263,25.0097,1.7932,1.9615,1.583,0.4989,0.4989,126184.9062,94613.7355,86948.954,506001.4739,379401.0794
2019-01-10,002130.SZ,3.92,4.07,3.89,3.93,552275.7,219253.051,5.8372,6.3517,1.05,29.5252,24.5108,1.7574,1.9224,1.5515,0.5091,0.5091,126184.9062,94613.7355,86948.954,495906.6814,371831.9805
2019-01-11,002130.SZ,3.86,3.93,3.82,3.86,335690.65,129668.118,3.548,3.8608,0.54,28.9993,24.0742,1.7261,1.8881,1.5238,0.5183,0.5183,126184.9062,94613.7355,86948.954,487073.7379,365209.019
2019-01-14,002130.SZ,3.89,3.96,3.84,3.89,268693.84,104724.744,2.8399,3.0902,0.41,29.2247,24.2613,1.7396,1.9028,1.5357,0.5143,0.5143,126184.9062,94613.7355,86948.954,490859.2851,368047.4311
2019-01-15,002130.SZ,3.86,3.96,3.86,3.9,244966.94,95446.398,2.5891,2.8174,0.37,29.2999,24.3237,1.744,1.9077,1.5396,0.513,0.513,126184.9062,94613.7355,86948.954,492121.1342,368993.5685
2019-01-16,002130.SZ,3.9,3.91,3.8,3.83,200080.87,76867.435,2.1147,2.3011,0.44,28.774,23.8871,1.7127,1.8734,1.512,0.5224,0.5224,126184.9062,94613.7355,86948.954,483288.1907,362370.607
2019-01-17,002130.SZ,3.84,3.86,3.65,3.77,277461.57,103840.585,2.9326,3.1911,0.87,28.3232,23.5129,1.6859,1.8441,1.4883,0.5307,0.5307,126184.9062,94613.7355,86948.954,475717.0964,356693.7828
2019-01-18,002130.SZ,3.74,3.76,3.66,3.73,171064.2,63474.223,1.808,1.9674,0.64,28.0227,23.2634,1.668,1.8245,1.4725,0.5364,0.5364,126184.9062,94613.7355,86948.954,470669.7001,352909.2334
2019-01-21,002130.SZ,3.75,3.79,3.72,3.72,143112.0,53694.926,1.5126,1.6459,0.62,27.9476,23.2011,1.6635,1.8196,1.4686,0.5378,0.5378,126184.9062,94613.7355,86948.954,469407.8511,351963.0961
2019-01-22,002130.SZ,3.74,3.75,3.69,3.74,109454.83,40649.885,1.1569,1.2588,0.53,28.0978,23.3258,1.6725,1.8294,1.4765,0.535,0.535,126184.9062,94613.7355,86948.954,471931.5492,353855.3708
2019-01-23,002130.SZ,3.73,3.87,3.71,3.87,246473.49,93827.197,2.605,2.8347,1.37,29.0745,24.1366,1.7306,1.893,1.5278,0.517,0.517,126184.9062,94613.7355,86948.954,488335.587,366155.1564
2019-01-24,002130.SZ,3.87,3.91,3.81,3.87,184449.31,71102.257,1.9495,2.1214,0.97,29.0745,24.1366,1.7306,1.893,1.5278,0.517,0.517,126184.9062,94613.7355,86948.954,488335.587,366155.1564
2019-01-25,002130.SZ,3.87,3.96,3.85,3.86,213719.21,83210.527,2.2589,2.458,1.25,28.9993,24.0742,1.7261,1.8881,1.5238,0.5183,0.5183,126184.9062,94613.7355,86948.954,487073.7379,365209.019
2019-01-28,002130.SZ,3.91,4.19,3.85,3.9,438940.15,175722.654,4.6393,5.0483,2.45,29.2999,24.3237,1.744,1.9077,1.5396,0.513,0.513,126184.9062,94613.7355,86948.954,492121.1342,368993.5685
2019-01-29,002130.SZ,3.77,3.82,3.54,3.78,340072.57,126137.084,3.5943,3.9112,1.43,28.3983,23.5753,1.6904,1.849,1.4923,0.5293,0.5293,126184.9062,94613.7355,86948.954,476978.9454,357639.9202
2019-01-30,002130.SZ,3.71,3.74,3.56,3.69,213960.58,78427.201,2.2614,2.4608,0.75,27.7222,23.014,1.6501,1.805,1.4567,0.5422,0.5422,126184.9062,94613.7355,86948.954,465622.3039,349124.684
2019-01-31,002130.SZ,3.68,3.68,3.37,3.43,281239.57,98422.347,2.9725,3.2345,1.01,25.7688,21.3924,1.5339,1.6778,1.3541,0.5833,0.5833,126184.9062,94613.7355,86948.954,432814.2283,324525.1128
2019-02-01,002130.SZ,3.43,3.52,3.42,3.52,107885.1,37714.939,1.1403,1.2408,0.36,26.445,21.9537,1.5741,1.7218,1.3896,0.5684,0.5684,126184.9062,94613.7355,86948.954,444170.8698,333040.349
