date,stock_code,open,high,low,close,volume,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
2017-01-03,002130.SZ,14.19,14.25,14.1,14.23,55154.45,78173.163,1.2761,1.3512,1.24,15.6372,32.2789,5.1099,5.4959,4.9968,0.7028,0.7028,62622.9531,43219.9305,40818.4703,891124.6226,615019.611
2017-01-04,002130.SZ,14.22,14.39,14.17,14.35,54803.2,78355.302,1.268,1.3426,1.24,15.7691,32.5511,5.1529,5.5423,5.0389,0.697,0.697,62622.9531,43219.9305,40818.4703,898639.377,620206.0027
2017-01-05,002130.SZ,14.32,14.45,14.29,14.4,58325.7,83866.111,1.3495,1.4289,1.25,15.8241,32.6645,5.1709,5.5616,5.0565,0.6946,0.6946,62622.9531,43219.9305,40818.4703,901770.5246,622366.9992
2017-01-06,002130.SZ,14.4,14.52,14.33,14.49,61212.33,88418.394,1.4163,1.4996,1.16,15.923,32.8687,5.2032,5.5964,5.0881,0.6902,0.6902,62622.9531,43219.9305,40818.4703,907406.5904,626256.7929
2017-01-09,002130.SZ,14.4,14.66,14.22,14.62,84463.02,122292.277,1.9543,2.0692,1.47,16.0658,33.1636,5.2499,5.6466,5.1337,0.6841,0.6841,62622.9531,43219.9305,40818.4703,915547.5743,631875.3839
2017-01-10,002130.SZ,14.53,14.56,14.38,14.4,56762.39,82044.838,1.3133,1.3906,0.9,15.8241,32.6645,5.1709,5.5616,5.0565,0.6946,0.6946,62622.9531,43219.9305,40818.4703,901770.5246,622366.9992
2017-01-11,002130.SZ,14.39,14.49,14.28,14.3,66399.16,95574.836,1.5363,1.6267,1.05,15.7142,32.4377,5.135,5.523,5.0214,0.6994,0.6994,62622.9531,43219.9305,40818.4703,895508.2293,618045.0062
2017-01-12,002130.SZ,14.3,14.37,14.21,14.31,44368.01,63440.405,1.0266,1.087,0.68,15.7252,32.4604,5.1386,5.5268,5.0249,0.6989,0.6989,62622.9531,43219.9305,40818.4703,896134.4589,618477.2055
2017-01-17,002130.SZ,13.35,13.82,13.22,13.68,127461.53,171856.996,2.9491,3.1226,2.03,15.0329,31.0313,4.9124,5.2835,4.8037,0.7311,0.7311,62622.9531,43219.9305,40818.4703,856681.9984,591248.6492
2017-01-18,002130.SZ,13.58,13.75,13.35,13.41,48336.44,65601.51,1.1184,1.1842,0.64,14.7361,30.4188,4.8154,5.1792,4.7089,0.7458,0.7458,62622.9531,43219.9305,40818.4703,839773.8011,579579.268
2017-01-19,002130.SZ,13.36,13.5,13.35,13.38,33769.28,45315.233,0.7813,0.8273,0.49,14.7032,30.3508,4.8046,5.1677,4.6983,0.7475,0.7475,62622.9531,43219.9305,40818.4703,837895.1125,578282.6701
2017-01-20,002130.SZ,13.36,13.53,13.33,13.48,31660.14,42639.707,0.7325,0.7756,0.49,14.8131,30.5776,4.8405,5.2063,4.7334,0.742,0.742,62622.9531,43219.9305,40818.4703,844157.4078,582604.6631
2017-01-23,002130.SZ,13.52,13.67,13.48,13.6,31408.01,42660.623,0.7267,0.7695,0.55,14.9449,30.8498,4.8836,5.2526,4.7756,0.7354,0.7354,62622.9531,43219.9305,40818.4703,851672.1622,587791.0548
2017-01-24,002130.SZ,13.6,13.65,13.41,13.44,25696.31,34696.411,0.5945,0.6295,0.47,14.7691,30.4869,4.8262,5.1908,4.7194,0.7442,0.7442,62622.9531,43219.9305,40818.4703,841652.4897,580875.8659
2017-01-25,002130.SZ,13.47,13.56,13.42,13.49,17292.72,23353.688,0.4001,0.4236,0.51,14.8241,30.6003,4.8441,5.2101,4.7369,0.7414,0.7414,62622.9531,43219.9305,40818.4703,844783.6373,583036.8624
2017-01-26,002130.SZ,13.51,13.7,13.51,13.66,42978.07,58566.261,0.9944,1.0529,1.54,15.0109,30.9859,4.9052,5.2758,4.7966,0.7322,0.7322,62622.9531,43219.9305,40818.4703,855429.5393,590384.2506
2017-02-03,002130.SZ,13.68,13.79,13.57,13.62,19803.3,27004.456,0.4582,0.4852,0.66,14.9669,30.8952,4.8908,5.2603,4.7826,0.7343,0.7343,62622.9531,43219.9305,40818.4703,852924.6212,588655.4534
2017-02-06,002130.SZ,13.76,13.8,13.61,13.71,26040.51,35635.187,0.6025,0.638,0.95,15.0658,31.0994,4.9231,5.2951,4.8142,0.7295,0.7295,62622.9531,43219.9305,40818.4703,858560.687,592545.2472
2017-02-07,002130.SZ,13.71,13.71,13.49,13.59,31680.15,43061.105,0.733,0.7761,1.2,14.934,30.8272,4.88,5.2488,4.7721,0.7359,0.7359,62622.9531,43219.9305,40818.4703,851045.9326,587358.8555
2017-02-08,002130.SZ,13.59,13.69,13.49,13.69,34779.0,47289.48,0.8047,0.852,1.26,15.0438,31.054,4.9159,5.2874,4.8072,0.7306,0.7306,62622.9531,43219.9305,40818.4703,857308.2279,591680.8485
2017-02-09,002130.SZ,13.68,13.86,13.65,13.75,50108.51,68950.934,1.1594,1.2276,1.61,15.1098,31.1901,4.9375,5.3106,4.8282,0.7274,0.7274,62622.9531,43219.9305,40818.4703,861065.6051,594274.0444
2017-02-10,002130.SZ,13.73,13.97,13.65,13.83,70380.01,96953.216,1.6284,1.7242,2.17,15.1977,31.3716,4.9662,5.3415,4.8563,0.7232,0.7232,62622.9531,43219.9305,40818.4703,866075.4414,597731.6388
2017-02-13,002130.SZ,13.81,14.46,13.76,14.18,110923.14,156119.498,2.5665,2.7175,2.6,15.5823,32.1655,5.0919,5.4766,4.9792,0.7053,0.7053,62622.9531,43219.9305,40818.4703,887993.475,612858.6145
2017-02-14,002130.SZ,14.15,14.18,13.97,14.02,74657.87,104900.941,1.7274,1.829,1.25,15.4065,31.8026,5.0344,5.4148,4.9231,0.7134,0.7134,62622.9531,43219.9305,40818.4703,877973.8025,605943.4256
2017-02-15,002130.SZ,14.09,14.14,13.85,13.86,60405.79,84655.12,1.3976,1.4799,0.89,15.2307,31.4396,4.977,5.353,4.8669,0.7216,0.7216,62622.9531,43219.9305,40818.4703,867954.13,599028.2367
2017-02-16,002130.SZ,13.82,14.37,13.8,14.18,108166.9,152934.851,2.5027,2.6499,1.48,15.5823,32.1655,5.0919,5.4766,4.9792,0.7053,0.7053,62622.9531,43219.9305,40818.4703,887993.475,612858.6145
2017-02-17,002130.SZ,14.16,14.21,13.93,13.99,58318.42,81929.849,1.3493,1.4287,0.69,15.3735,31.7345,5.0237,5.4033,4.9125,0.7149,0.7149,62622.9531,43219.9305,40818.4703,876095.1139,604646.8277
2017-02-20,002130.SZ,14.06,14.21,14.05,14.19,61228.98,86665.082,1.4167,1.5,0.74,15.5933,32.1882,5.0955,5.4805,4.9827,0.7048,0.7048,62622.9531,43219.9305,40818.4703,888619.7045,613290.8138
2017-02-21,002130.SZ,14.25,14.29,14.09,14.22,70214.2,99662.246,1.6246,1.7202,0.97,15.6263,32.2562,5.1063,5.4921,4.9933,0.7033,0.7033,62622.9531,43219.9305,40818.4703,890498.3931,614587.4117
2017-02-22,002130.SZ,14.2,14.36,14.1,14.22,78537.5,111556.832,1.8172,1.9241,1.1,15.6263,32.2562,5.1063,5.4921,4.9933,0.7033,0.7033,62622.9531,43219.9305,40818.4703,890498.3931,614587.4117
2017-02-23,002130.SZ,14.2,14.22,13.96,14.05,80143.09,112595.189,1.8543,1.9634,1.06,15.4394,31.8706,5.0452,5.4264,4.9336,0.7119,0.7119,62622.9531,43219.9305,40818.4703,879852.4911,607240.0235
