date,stock_code,open,high,low,close,volume,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
2025-01-02,002130.SZ,25.45,25.73,24.56,24.85,1859009.32,4650222.24,14.8822,19.0597,0.88,44.6956,35.7617,5.8655,5.4704,4.7937,0.6767,0.6767,125989.8562,124914.9129,97536.1301,3130847.9266,3104135.5856
2025-01-03,002130.SZ,24.84,24.93,23.56,23.71,1431951.32,3462322.498,11.4634,14.6812,0.65,42.6451,34.1211,5.5964,5.2195,4.5738,0.7093,0.7093,125989.8562,124914.9129,97536.1301,2987219.4905,2961732.5849
2025-01-06,002130.SZ,24.08,24.75,23.58,23.88,1458179.21,3519566.135,11.6734,14.9501,0.65,42.9509,34.3658,5.6365,5.2569,4.6066,0.7042,0.7042,125989.8562,124914.9129,97536.1301,3008637.7661,2982968.1201
2025-01-07,002130.SZ,23.98,26.27,23.6,26.0,2322087.8,5784535.518,18.5894,23.8075,1.13,46.764,37.4167,6.1369,5.7236,5.0156,0.6468,0.6468,125989.8562,124914.9129,97536.1301,3275736.2612,3247787.7354
2025-01-08,002130.SZ,25.0,25.98,24.36,25.65,1919579.26,4815585.308,15.3671,19.6807,0.97,46.1344,36.913,6.0543,5.6465,4.9481,0.6556,0.6556,125989.8562,124914.9129,97536.1301,3231639.8115,3204067.5159
2025-01-09,002130.SZ,25.5,27.0,25.21,25.91,1909872.66,5016333.554,15.2894,19.5812,1.06,46.6021,37.2871,6.1157,5.7038,4.9982,0.6491,0.6491,125989.8562,124914.9129,97536.1301,3264397.1741,3236545.3932
2025-01-10,002130.SZ,25.34,26.23,24.2,24.24,1538183.8,3879326.532,12.3139,15.7704,0.85,43.5984,34.8838,5.7215,5.3361,4.6761,0.6938,0.6938,125989.8562,124914.9129,97536.1301,3053994.1143,3027937.4887
2025-01-13,002130.SZ,24.0,24.4,23.23,23.51,1107371.09,2618826.422,8.865,11.3534,0.61,42.2854,33.8333,5.5492,5.1754,4.5353,0.7153,0.7153,125989.8562,124914.9129,97536.1301,2962021.5193,2936749.6023
2025-01-14,002130.SZ,23.61,25.23,23.28,25.13,1501374.27,3673978.954,12.0192,15.393,0.85,45.1992,36.1646,5.9316,5.5321,4.8478,0.6692,0.6692,125989.8562,124914.9129,97536.1301,3166125.0863,3139111.7612
2025-01-15,002130.SZ,25.0,25.32,24.28,24.4,1061792.2,2615448.199,8.5001,10.8861,0.67,43.8862,35.1141,5.7593,5.3714,4.7069,0.6892,0.6892,125989.8562,124914.9129,97536.1301,3074152.4913,3047923.8748
2025-01-16,002130.SZ,24.81,25.3,24.01,25.19,1496313.08,3705573.96,11.9787,15.3411,1.05,45.3071,36.251,5.9458,5.5453,4.8593,0.6676,0.6676,125989.8562,124914.9129,97536.1301,3173684.4777,3146606.656
2025-01-17,002130.SZ,24.62,24.95,24.15,24.62,978700.15,2403246.864,7.8349,10.0342,0.73,44.2819,35.4307,5.8112,5.4198,4.7494,0.6831,0.6831,125989.8562,124914.9129,97536.1301,3101870.2596,3075405.1556
2025-01-20,002130.SZ,26.1,27.08,25.92,27.08,1339092.56,3575854.416,10.72,13.7292,1.09,48.7065,38.9709,6.3919,5.9613,5.2239,0.621,0.621,125989.8562,124914.9129,97536.1301,3411805.3059,3382695.8413
2025-01-21,002130.SZ,27.87,28.99,27.01,28.4,2490664.71,6904994.343,19.9389,25.5358,1.95,51.0806,40.8705,6.7034,6.2519,5.4786,0.5921,0.5921,125989.8562,124914.9129,97536.1301,3578111.9161,3547583.5264
2025-01-22,002130.SZ,28.31,29.8,27.96,28.4,2248429.84,6474418.896,17.9997,23.0523,1.53,51.0806,40.8705,6.7034,6.2519,5.4786,0.5921,0.5921,125989.8562,124914.9129,97536.1301,3578111.9161,3547583.5264
2025-01-23,002130.SZ,29.5,30.8,27.68,27.72,2497366.9,7316964.621,19.9925,25.6045,1.46,49.8576,39.8919,6.5429,6.1022,5.3474,0.6067,0.6067,125989.8562,124914.9129,97536.1301,3492438.8139,3462641.3856
2025-01-24,002130.SZ,27.65,29.0,27.61,28.37,1831378.04,5190748.124,14.661,18.7764,0.96,51.0267,40.8273,6.6964,6.2453,5.4728,0.5928,0.5928,125989.8562,124914.9129,97536.1301,3574332.2204,3543836.079
2025-01-27,002130.SZ,26.8,27.19,25.53,25.53,1731608.54,4507034.052,13.8623,17.7535,0.83,45.9186,36.7403,6.026,5.6201,4.9249,0.6587,0.6587,125989.8562,124914.9129,97536.1301,3216521.0288,3189077.7263
2025-02-05,002130.SZ,23.25,23.95,22.98,22.98,737097.0,1707992.027,5.9008,7.5572,0.34,41.3321,33.0706,5.4241,5.0588,4.433,0.7318,0.7318,125989.8562,124914.9129,97536.1301,2895246.8955,2870544.6984
