date,stock_code,open,high,low,close,volume,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
2015-01-05,002130.SZ,12.42,12.42,12.03,12.34,129514.56,158743.8636,3.7296,4.0692,1.03,84.5669,67.3937,6.0685,5.2735,4.6052,0.2436,0.2436,56943.0897,34725.6873,31827.847,702677.7269,428514.9813
2015-01-06,002130.SZ,12.29,12.67,12.1,12.57,150710.61,187803.2978,4.34,4.7352,1.15,86.1432,68.6499,6.1817,5.3718,4.6911,0.2392,0.2392,56943.0897,34725.6873,31827.847,715774.6375,436501.8894
2015-01-07,002130.SZ,12.5,13.54,12.47,13.31,446415.62,587602.9754,12.8555,14.0259,3.28,91.2144,72.6913,6.5456,5.688,4.9672,0.2259,0.2259,56943.0897,34725.6873,31827.847,757912.5239,462198.898
2015-01-08,002130.SZ,13.3,13.87,13.03,13.21,468784.31,631508.3462,13.4996,14.7287,2.37,90.5291,72.1452,6.4964,5.6453,4.9299,0.2276,0.2276,56943.0897,34725.6873,31827.847,752218.2149,458726.3292
2015-01-09,002130.SZ,12.94,13.34,12.8,12.83,202118.63,262437.5143,5.8204,6.3504,0.76,87.925,70.0698,6.3095,5.4829,4.7881,0.2343,0.2343,56943.0897,34725.6873,31827.847,730579.8409,445530.5681
2015-01-12,002130.SZ,12.6,12.67,12.2,12.32,130387.3,162263.6447,3.7548,4.0966,0.47,84.4299,67.2845,6.0587,5.2649,4.5978,0.244,0.244,56943.0897,34725.6873,31827.847,701538.8651,427820.4675
2015-01-13,002130.SZ,12.32,12.79,12.3,12.72,133336.72,167653.2393,3.8397,4.1893,0.48,87.1711,69.4691,6.2554,5.4359,4.747,0.2364,0.2364,56943.0897,34725.6873,31827.847,724316.101,441710.7425
2015-01-14,002130.SZ,12.9,13.36,12.61,13.17,248252.17,323894.6181,7.1489,7.7998,0.9,90.255,71.9267,6.4767,5.6282,4.915,0.2283,0.2283,56943.0897,34725.6873,31827.847,749940.4913,457337.3017
2015-01-15,002130.SZ,13.0,13.19,12.86,13.08,148445.37,192901.2363,4.2748,4.664,0.63,89.6382,71.4352,6.4325,5.5897,4.8814,0.2299,0.2299,56943.0897,34725.6873,31827.847,744815.6133,454211.9899
2015-01-16,002130.SZ,13.65,13.8,13.21,13.28,353558.1,477622.8794,10.1815,11.1085,2.05,91.0088,72.5275,6.5308,5.6752,4.956,0.2264,0.2264,56943.0897,34725.6873,31827.847,756204.2312,461157.1273
2015-01-19,002130.SZ,12.8,13.2,12.33,12.6,206517.04,264449.1495,5.9471,6.4886,1.02,86.3487,68.8137,6.1964,5.3846,4.7022,0.2386,0.2386,56943.0897,34725.6873,31827.847,717482.9302,437543.66
2015-01-20,002130.SZ,12.75,13.1,12.68,13.04,141230.47,182531.6154,4.067,4.4373,0.65,89.3641,71.2167,6.4128,5.5726,4.8665,0.2306,0.2306,56943.0897,34725.6873,31827.847,742537.8897,452822.9624
