date,stock_code,open,high,low,close,volume,amount,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
2023-01-03,002130.SZ,6.42,6.6,6.41,6.57,92987.48,60741.883,0.745,0.9177,1.26,14.9763,14.9599,1.9881,1.531,1.5412,0.5327,0.5327,125989.8562,124822.468,101323.2625,827753.3552,820083.6148
2023-01-04,002130.SZ,6.57,6.61,6.54,6.57,75952.2,49968.358,0.6085,0.7496,1.07,14.9763,14.9599,1.9881,1.531,1.5412,0.5327,0.5327,125989.8562,124822.468,101323.2625,827753.3552,820083.6148
2023-01-05,002130.SZ,6.57,6.64,6.53,6.61,69795.69,46015.34,0.5592,0.6888,0.95,15.0675,15.051,2.0002,1.5403,1.5506,0.5295,0.5295,125989.8562,124822.468,101323.2625,832792.9495,825076.5135
2023-01-06,002130.SZ,6.65,6.75,6.61,6.69,103374.23,69186.673,0.8282,1.0202,1.33,15.2498,15.2332,2.0244,1.559,1.5693,0.5232,0.5232,125989.8562,124822.468,101323.2625,842872.138,835062.3109
2023-01-09,002130.SZ,6.68,6.75,6.64,6.67,96130.15,64344.119,0.7701,0.9487,1.08,15.2042,15.1876,2.0184,1.5543,1.5646,0.5247,0.5247,125989.8562,124822.468,101323.2625,840352.3409,832565.8616
2023-01-10,002130.SZ,6.66,6.7,6.59,6.62,76148.12,50482.503,0.6101,0.7515,0.87,15.0902,15.0738,2.0032,1.5427,1.5529,0.5287,0.5287,125989.8562,124822.468,101323.2625,834052.848,826324.7382
2023-01-11,002130.SZ,6.65,6.74,6.59,6.62,96482.71,64236.508,0.773,0.9522,1.14,15.0902,15.0738,2.0032,1.5427,1.5529,0.5287,0.5287,125989.8562,124822.468,101323.2625,834052.848,826324.7382
2023-01-12,002130.SZ,6.65,6.73,6.62,6.68,80149.5,53597.175,0.6421,0.791,0.91,15.227,15.2104,2.0214,1.5567,1.567,0.524,0.524,125989.8562,124822.468,101323.2625,841612.2394,833814.0862
2023-01-13,002130.SZ,6.7,6.82,6.65,6.77,130099.88,87938.831,1.0423,1.284,1.44,15.4322,15.4153,2.0486,1.5776,1.5881,0.517,0.517,125989.8562,124822.468,101323.2625,852951.3265,845048.1084
2023-01-16,002130.SZ,6.75,6.83,6.73,6.79,92728.47,62998.802,0.7429,0.9152,0.97,15.4778,15.4609,2.0547,1.5823,1.5928,0.5155,0.5155,125989.8562,124822.468,101323.2625,855471.1236,847544.5577
2023-01-17,002130.SZ,6.83,6.98,6.79,6.92,143454.04,99047.718,1.1493,1.4158,1.51,15.7741,15.7569,2.094,1.6126,1.6233,0.5058,0.5058,125989.8562,124822.468,101323.2625,871849.8049,863771.4786
2023-01-18,002130.SZ,6.9,6.97,6.89,6.92,92760.58,64289.739,0.7431,0.9155,0.85,15.7741,15.7569,2.094,1.6126,1.6233,0.5058,0.5058,125989.8562,124822.468,101323.2625,871849.8049,863771.4786
